"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-01",100.7827,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-02",100.9402,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-03",101.1006,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-04",101.2513,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-05",101.3896,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-06",101.5092,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-07",101.6007,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-08",101.6703,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-09",101.7173,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-10",101.7347,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-11",101.7314,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-12",101.7117,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1980-01",101.6763,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1980-02",101.6383,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1980-03",101.6119,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1980-04",101.6027,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1980-05",101.5866,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1980-06",101.5235,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1980-07",101.377,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1980-08",101.1817,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1980-09",100.9765,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1980-10",100.7863,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1980-11",100.6134,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1980-12",100.4586,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1981-01",100.3249,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1981-02",100.2026,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1981-03",100.0847,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1981-04",99.97023,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1981-05",99.86393,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1981-06",99.77886,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1981-07",99.7314,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1981-08",99.71475,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1981-09",99.72863,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1981-10",99.77807,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1981-11",99.84171,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1981-12",99.89407,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1982-01",99.9134,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1982-02",99.90104,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1982-03",99.85119,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1982-04",99.75239,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1982-05",99.62653,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1982-06",99.49452,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1982-07",99.36898,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1982-08",99.25316,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1982-09",99.1507,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1982-10",99.0657,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1982-11",98.98943,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1982-12",98.91425,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1983-01",98.83892,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1983-02",98.77264,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1983-03",98.73542,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1983-04",98.7494,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1983-05",98.80106,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1983-06",98.88239,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1983-07",98.99437,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1983-08",99.12091,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1983-09",99.24863,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1983-10",99.37225,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1983-11",99.49869,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1983-12",99.6416,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1984-01",99.8131,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1984-02",99.99889,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1984-03",100.1802,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1984-04",100.3414,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1984-05",100.4817,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1984-06",100.5956,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1984-07",100.6731,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1984-08",100.7275,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1984-09",100.768,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1984-10",100.7957,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1984-11",100.8143,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1984-12",100.822,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1985-01",100.8137,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1985-02",100.7938,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1985-03",100.7639,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1985-04",100.7224,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1985-05",100.674,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1985-06",100.6208,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1985-07",100.5612,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1985-08",100.4923,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1985-09",100.4053,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1985-10",100.2903,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1985-11",100.1588,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1985-12",100.0218,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1986-01",99.88464,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1986-02",99.74674,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1986-03",99.60508,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1986-04",99.45791,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1986-05",99.31245,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1986-06",99.1815,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1986-07",99.07821,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1986-08",98.99646,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1986-09",98.93432,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1986-10",98.89586,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1986-11",98.87348,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1986-12",98.86466,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1987-01",98.87263,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1987-02",98.89355,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1987-03",98.92937,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1987-04",98.98795,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1987-05",99.0681,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1987-06",99.17886,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1987-07",99.33723,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1987-08",99.53534,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1987-09",99.77591,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1987-10",100.0681,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1987-11",100.3809,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1987-12",100.678,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1988-01",100.9329,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1988-02",101.1584,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1988-03",101.3676,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1988-04",101.5633,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1988-05",101.7444,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1988-06",101.8986,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1988-07",102.0102,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1988-08",102.0951,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1988-09",102.1669,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1988-10",102.2308,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1988-11",102.2895,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1988-12",102.3421,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1989-01",102.3877,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1989-02",102.4358,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1989-03",102.4998,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1989-04",102.5885,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1989-05",102.6827,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1989-06",102.7529,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1989-07",102.7736,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1989-08",102.7604,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1989-09",102.7288,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1989-10",102.6866,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1989-11",102.6449,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1989-12",102.6143,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1990-01",102.6012,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1990-02",102.5922,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1990-03",102.5691,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1990-04",102.5186,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1990-05",102.4581,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1990-06",102.4119,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1990-07",102.3988,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1990-08",102.4046,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1990-09",102.4116,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1990-10",102.4078,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1990-11",102.3961,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1990-12",102.381,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1991-01",102.3634,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1991-02",102.339,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1991-03",102.2966,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1991-04",102.2235,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1991-05",102.1288,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1991-06",102.0183,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1991-07",101.8904,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1991-08",101.7489,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1991-09",101.5905,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1991-10",101.4068,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1991-11",101.2025,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1991-12",100.9766,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1992-01",100.7229,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1992-02",100.4534,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1992-03",100.1799,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1992-04",99.91122,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1992-05",99.65524,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1992-06",99.42639,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1992-07",99.24117,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1992-08",99.08614,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1992-09",98.95152,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1992-10",98.83443,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1992-11",98.72183,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1992-12",98.60197,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1993-01",98.47137,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1993-02",98.34918,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1993-03",98.2679,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1993-04",98.25576,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1993-05",98.27826,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1993-06",98.29271,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1993-07",98.26822,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1993-08",98.21373,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1993-09",98.14053,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1993-10",98.05476,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1993-11",97.96864,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1993-12",97.89777,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1994-01",97.85857,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1994-02",97.85077,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1994-03",97.8847,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1994-04",97.97739,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1994-05",98.10687,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1994-06",98.25562,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1994-07",98.41732,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1994-08",98.58424,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1994-09",98.75115,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1994-10",98.91387,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1994-11",99.06798,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1994-12",99.20316,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1995-01",99.30623,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1995-02",99.38306,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1995-03",99.43201,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1995-04",99.44357,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1995-05",99.42797,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1995-06",99.38914,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1995-07",99.326,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1995-08",99.25684,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1995-09",99.20493,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1995-10",99.18999,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1995-11",99.20263,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1995-12",99.23608,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1996-01",99.29057,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1996-02",99.35672,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1996-03",99.42813,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1996-04",99.50217,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1996-05",99.57558,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1996-06",99.64484,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1996-07",99.70718,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1996-08",99.76566,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1996-09",99.82479,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1996-10",99.88996,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1996-11",99.9662,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1996-12",100.0625,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1997-01",100.1849,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1997-02",100.3099,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1997-03",100.4021,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1997-04",100.4297,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1997-05",100.4125,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1997-06",100.3672,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1997-07",100.297,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1997-08",100.2099,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1997-09",100.1024,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1997-10",99.96097,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1997-11",99.78294,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1997-12",99.55117,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1998-01",99.24493,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1998-02",98.90473,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1998-03",98.57849,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1998-04",98.30176,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1998-05",98.06389,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1998-06",97.85594,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1998-07",97.6796,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1998-08",97.52625,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1998-09",97.39888,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1998-10",97.31107,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1998-11",97.25989,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1998-12",97.2566,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1999-01",97.32072,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1999-02",97.42618,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1999-03",97.55176,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1999-04",97.69027,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1999-05",97.83749,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1999-06",97.99584,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1999-07",98.16933,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1999-08",98.34734,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1999-09",98.51604,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1999-10",98.6653,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1999-11",98.80486,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1999-12",98.94709,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2000-01",99.09953,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2000-02",99.25459,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2000-03",99.39938,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2000-04",99.52298,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2000-05",99.63374,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2000-06",99.74052,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2000-07",99.84662,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2000-08",99.94772,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2000-09",100.03,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2000-10",100.073,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2000-11",100.0721,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2000-12",100.0047,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2001-01",99.84099,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2001-02",99.62167,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2001-03",99.38496,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2001-04",99.15004,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2001-05",98.9175,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2001-06",98.68143,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2001-07",98.43893,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2001-08",98.2034,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2001-09",98.00039,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2001-10",97.8567,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2001-11",97.75684,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2001-12",97.69496,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2002-01",97.68304,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2002-02",97.72099,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2002-03",97.83025,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2002-04",98.03751,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2002-05",98.28713,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2002-06",98.51234,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2002-07",98.66404,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2002-08",98.76399,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2002-09",98.8373,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2002-10",98.89651,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2002-11",98.95233,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2002-12",99.0107,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2003-01",99.0731,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2003-02",99.13427,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2003-03",99.18622,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2003-04",99.22322,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2003-05",99.25615,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2003-06",99.30219,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2003-07",99.37853,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2003-08",99.48306,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2003-09",99.62038,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2003-10",99.7998,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2003-11",100.0004,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2003-12",100.2001,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2004-01",100.3833,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2004-02",100.5502,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2004-03",100.6984,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2004-04",100.8223,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2004-05",100.93,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2004-06",101.0247,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2004-07",101.1016,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2004-08",101.1582,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2004-09",101.1808,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2004-10",101.152,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2004-11",101.0909,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2004-12",101.0156,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2005-01",100.9373,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2005-02",100.8691,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2005-03",100.8288,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2005-04",100.8324,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2005-05",100.859,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2005-06",100.8858,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2005-07",100.9002,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2005-08",100.9117,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2005-09",100.9378,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2005-10",100.9918,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2005-11",101.0577,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2005-12",101.1124,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2006-01",101.1382,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2006-02",101.1447,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2006-03",101.1432,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2006-04",101.1403,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2006-05",101.1393,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2006-06",101.1436,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2006-07",101.1567,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2006-08",101.1788,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2006-09",101.2127,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2006-10",101.261,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2006-11",101.3117,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2006-12",101.3475,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2007-01",101.3537,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2007-02",101.3399,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2007-03",101.3144,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2007-04",101.2795,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2007-05",101.2365,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2007-06",101.1829,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2007-07",101.1162,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2007-08",101.0491,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2007-09",100.9986,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2007-10",100.9761,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2007-11",100.9599,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2007-12",100.9185,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2008-01",100.8264,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2008-02",100.7055,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2008-03",100.5816,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2008-04",100.4707,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2008-05",100.3667,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2008-06",100.2561,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2008-07",100.1252,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2008-08",99.97429,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2008-09",99.79338,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","2008-10",99.55877,
